chr	start	end	CpG	2-O_S1_R1_001-N	2-O_S1_R1_001-X	2-R_S2_R1_001-N	2-R_S2_R1_001-X	4-LL_S4_R1_001-N	4-LL_S4_R1_001-X	4-L_S3_R1_001-N	4-L_S3_R1_001-X	5-O_S2_R1_001-N	5-O_S2_R1_001-X	5-RR_S8_R1_001-N	5-RR_S8_R1_001-X	5-R_S7_R1_001-N	5-R_S7_R1_001-X	6-LL_S6_R1_001-N	6-LL_S6_R1_001-X	6-L_S5_R1_001-N	6-L_S5_R1_001-X	7-L_S1_R1_001-N	7-L_S1_R1_001-X
chr12	104105505	104105715	21	70	68	NA	NA	25	24	46	41	NA	NA	46	44	32	30	23	21	66	64	34	34
chr12	104479969	104480075	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	14	NA	NA
chr12	104480874	104480989	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	22	NA	NA	NA	NA
chr12	104563523	104563578	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	17	NA	NA	NA	NA
chr12	104662695	104662759	5	NA	NA	26	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	104770384	104770431	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	105351002	105351044	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr12	105685519	105685552	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA
chr12	105711329	105711368	10	NA	NA	20	16	NA	NA	NA	NA	NA	NA	40	36	NA	NA	NA	NA	NA	NA	NA	NA
chr12	105772234	105772300	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	29	26	NA	NA	NA	NA
chr12	106146407	106146492	6	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	106261353	106261794	30	59	59	106	102	142	134	77	76	91	91	86	85	71	68	50	50	54	51	94	87
chr12	106261818	106262260	29	104	95	89	86	86	85	150	142	38	36	61	61	88	85	87	85	104	103	79	79
chr12	106265829	106266138	13	26	4	27	7	29	15	NA	NA	NA	NA	28	7	27	6	NA	NA	30	6	21	5
chr12	106270499	106270562	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	8
chr12	106271110	106271164	8	NA	NA	NA	NA	24	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	106460849	106461064	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	16
chr12	106784458	106784527	7	23	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	106802416	106802451	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr12	106922251	106922402	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	7	27	4	NA	NA	NA	NA	NA	NA
chr12	106923178	106923248	13	NA	NA	NA	NA	NA	NA	NA	NA	49	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	106923453	106923515	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	24	NA	NA
chr12	106944078	106944404	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	2	NA	NA	NA	NA	NA	NA
chr12	107022683	107022727	7	NA	NA	NA	NA	21	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	107022897	107022952	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	3	NA	NA	NA	NA	NA	NA
chr12	107180659	107180978	8	NA	NA	23	18	NA	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA	NA	NA
chr12	107201213	107201368	9	NA	NA	NA	NA	NA	NA	NA	NA	27	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	107248319	107248472	9	NA	NA	NA	NA	NA	NA	NA	NA	31	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	107527329	107527460	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	11	NA	NA	NA	NA
chr12	107752652	107752933	17	22	19	NA	NA	NA	NA	29	29	NA	NA	29	29	35	34	NA	NA	NA	NA	26	26
chr12	109097484	109097532	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	109154235	109154295	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA
chr12	109189275	109189365	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12
chr12	109241343	109241508	8	29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	109417326	109417368	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	5
chr12	109417960	109418019	9	NA	NA	NA	NA	NA	NA	NA	NA	20	11	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr12	109418277	109418336	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr12	109512316	109512579	15	NA	NA	NA	NA	NA	NA	NA	NA	20	12	23	5	30	12	20	8	NA	NA	NA	NA
chr12	109531211	109531275	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	4	NA	NA	NA	NA	NA	NA	NA	NA
chr12	109566475	109566526	6	NA	NA	NA	NA	NA	NA	21	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	109571357	109571475	9	NA	NA	21	8	22	7	NA	NA	NA	NA	NA	NA	26	10	NA	NA	NA	NA	NA	NA
chr12	109701525	109701783	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	28	NA	NA	26	26	NA	NA	NA	NA
chr12	109753719	109753894	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	28	NA	NA
chr12	109951997	109952247	12	54	52	NA	NA	32	32	36	36	30	29	37	36	26	25	NA	NA	23	23	36	35
chr12	109952260	109952502	11	21	19	35	34	38	35	48	46	29	27	NA	NA	20	16	22	18	NA	NA	26	22
chr12	110004698	110004801	7	NA	NA	25	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	6	NA	NA	NA	NA
chr12	110030386	110030485	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA
chr12	110031158	110031212	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	11	NA	NA
chr12	110065115	110065181	9	NA	NA	NA	NA	NA	NA	NA	NA	44	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	110197526	110197632	8	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	2	NA	NA	NA	NA
chr12	110271622	110271688	14	NA	NA	NA	NA	NA	NA	23	1	NA	NA	NA	NA	NA	NA	45	8	NA	NA	NA	NA
chr12	110272404	110272474	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	35	NA	NA	NA	NA	NA	NA
chr12	110331708	110331757	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr12	110336534	110336658	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	16	NA	NA
chr12	110676239	110676528	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA	NA	NA	NA	NA
chr12	110697955	110698001	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111386666	111386674	5	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111517967	111518035	7	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111558091	111558208	9	NA	NA	29	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111655045	111655160	6	20	15	NA	NA	20	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111684950	111685156	9	NA	NA	NA	NA	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111685526	111685573	9	NA	NA	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111715965	111716020	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	18	NA	NA	NA	NA	NA	NA
chr12	111736546	111736669	6	NA	NA	NA	NA	26	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111829096	111829292	9	20	2	NA	NA	23	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	111976189	111976246	6	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112068127	112068149	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	30	NA	NA	NA	NA
chr12	112078804	112078981	15	NA	NA	24	3	27	2	37	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr12	112126988	112127179	16	NA	NA	27	9	30	13	NA	NA	NA	NA	NA	NA	25	6	32	7	NA	NA	NA	NA
chr12	112128294	112128400	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	3	NA	NA	NA	NA	NA	NA
chr12	112159240	112159601	22	68	64	46	44	88	81	74	68	55	53	94	90	105	100	125	117	72	69	117	108
chr12	112215664	112215787	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	21	NA	NA
chr12	112512305	112512674	33	NA	NA	26	20	57	36	57	33	26	14	39	23	27	11	NA	NA	NA	NA	44	27
chr12	112523081	112523259	10	NA	NA	26	11	21	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	14	NA	NA
chr12	112540173	112540504	17	51	50	NA	NA	NA	NA	38	37	NA	NA	NA	NA	21	20	30	24	28	27	31	31
chr12	112559350	112559562	8	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112615216	112615386	13	NA	NA	24	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112723484	112723677	22	27	15	60	28	64	34	NA	NA	20	8	NA	NA	33	11	NA	NA	32	11	NA	NA
chr12	112724618	112724779	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	16	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112813514	112813704	10	NA	NA	NA	NA	NA	NA	21	10	NA	NA	NA	NA	NA	NA	NA	NA	33	14	NA	NA
chr12	112908755	112908838	7	25	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112909416	112909734	15	NA	NA	NA	NA	NA	NA	26	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	9
chr12	112910313	112910405	13	NA	NA	21	10	40	34	NA	NA	23	1	NA	NA	NA	NA	NA	NA	28	13	NA	NA
chr12	112916160	112916353	17	NA	NA	NA	NA	NA	NA	26	12	24	12	33	14	NA	NA	NA	NA	NA	NA	NA	NA
chr12	112970798	112970949	14	NA	NA	NA	NA	NA	NA	23	9	NA	NA	NA	NA	NA	NA	35	9	NA	NA	24	14
chr12	112997543	112997817	8	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113052048	113052170	7	NA	NA	NA	NA	22	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113055127	113055141	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	15	NA	NA	NA	NA
chr12	113145579	113145753	9	30	8	NA	NA	21	4	NA	NA	NA	NA	23	7	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113167109	113167125	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr12	113205200	113205323	14	NA	NA	32	1	20	4	47	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113262843	113262981	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr12	113369163	113369231	13	54	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113382145	113382193	10	NA	NA	NA	NA	NA	NA	30	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113383865	113384048	10	NA	NA	NA	NA	30	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113384552	113384685	17	45	21	NA	NA	22	16	NA	NA	23	14	44	25	NA	NA	NA	NA	30	3	28	19
chr12	113652621	113653011	13	30	26	NA	NA	31	29	34	31	NA	NA	20	20	NA	NA	21	20	NA	NA	NA	NA
chr12	113737044	113737144	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	NA	NA
chr12	113882965	113883113	16	NA	NA	NA	NA	NA	NA	NA	NA	27	6	28	7	NA	NA	30	12	NA	NA	NA	NA
chr12	113885103	113885253	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr12	113913279	113913382	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA
chr12	113917129	113917184	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	17	NA	NA	NA	NA
chr12	113917732	113917906	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	8	NA	NA	NA	NA	NA	NA
chr12	113931723	113931983	32	63	31	64	28	65	24	56	24	34	14	41	5	49	13	22	7	66	28	46	3
chr12	113945357	113945416	8	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113959840	113959901	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	1	NA	NA	NA	NA	NA	NA	NA	NA
chr12	114115857	114115906	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	0	NA	NA
chr12	114128976	114129096	8	NA	NA	NA	NA	NA	NA	41	36	NA	NA	33	30	NA	NA	29	28	23	18	22	19
chr12	114152121	114152252	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	21	NA	NA
chr12	116014016	116014080	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	15	NA	NA	NA	NA	NA	NA	NA	NA
chr12	117286024	117286148	13	NA	NA	NA	NA	NA	NA	56	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	117519364	117519488	10	26	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	117674328	117674559	7	22	22	41	40	23	22	NA	NA	NA	NA	33	28	38	37	33	32	NA	NA	34	33
chr12	117723713	117723743	5	NA	NA	NA	NA	NA	NA	22	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	117746373	117746416	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	23	NA	NA	NA	NA
chr12	118772336	118772389	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	1	NA	NA
chr12	120085116	120085288	17	NA	NA	27	8	31	16	NA	NA	NA	NA	NA	NA	22	7	NA	NA	NA	NA	NA	NA
chr12	120085396	120085663	14	21	1	NA	NA	NA	NA	NA	NA	NA	NA	30	3	NA	NA	NA	NA	20	7	NA	NA
chr13	3357380	3357632	12	NA	NA	NA	NA	23	7	NA	NA	NA	NA	NA	NA	NA	NA	29	4	NA	NA	NA	NA
chr13	3357995	3358241	16	20	1	29	3	31	4	NA	NA	24	1	23	0	NA	NA	NA	NA	NA	NA	27	2
chr13	3358382	3358441	8	NA	NA	NA	NA	26	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	3358564	3358860	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	5	NA	NA	29	1	NA	NA
chr13	3359043	3359514	29	35	8	24	3	52	12	NA	NA	32	2	52	10	37	6	34	13	39	5	39	12
chr13	3359719	3359902	13	NA	NA	20	1	23	3	NA	NA	27	7	NA	NA	42	11	NA	NA	NA	NA	NA	NA
chr13	3360153	3360532	40	45	10	105	23	59	6	59	1	87	12	70	18	56	5	46	12	57	6	79	24
chr13	3360540	3360916	16	28	13	21	3	40	11	NA	NA	28	9	NA	NA	36	10	25	9	31	11	NA	NA
chr13	3537164	3537208	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr13	3538262	3538356	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr13	3610178	3610314	16	27	0	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA	NA	NA	NA	NA	NA	NA
chr13	3711705	3711809	7	26	22	NA	NA	32	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	3916855	3917188	18	NA	NA	29	3	36	12	21	10	21	7	30	9	39	24	24	8	25	8	NA	NA
chr13	4932283	4932297	7	NA	NA	35	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	5689744	5689923	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	27	NA	NA	NA	NA	22	17
chr13	5860073	5860165	7	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	5861037	5861147	11	NA	NA	30	4	37	0	NA	NA	NA	NA	NA	NA	27	17	NA	NA	NA	NA	NA	NA
chr13	6547116	6547351	13	NA	NA	44	5	NA	NA	22	9	NA	NA	NA	NA	29	4	NA	NA	NA	NA	NA	NA
chr13	8801573	8801583	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	22	NA	NA	NA	NA	NA	NA	NA	NA
chr13	8869618	8869810	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	6	NA	NA	NA	NA	NA	NA	NA	NA
chr13	8884818	8884859	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5	NA	NA
chr13	8994625	8994837	10	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA	20	3	NA	NA	NA	NA	NA	NA
chr13	9092803	9092897	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	0	NA	NA
chr13	9762944	9763145	15	33	12	NA	NA	NA	NA	NA	NA	NA	NA	29	18	NA	NA	NA	NA	32	15	20	14
chr13	9764391	9764439	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA	27	8	NA	NA
chr13	10359240	10359570	14	NA	NA	NA	NA	NA	NA	28	10	22	7	21	1	NA	NA	NA	NA	NA	NA	NA	NA
chr13	11397213	11397443	6	NA	NA	23	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	12198551	12198768	23	76	10	NA	NA	NA	NA	NA	NA	25	8	36	14	NA	NA	21	16	NA	NA	NA	NA
chr13	12350272	12350332	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	4	NA	NA
chr13	12658553	12658671	12	48	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	20
chr13	12743232	12743320	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	4	NA	NA	NA	NA	NA	NA	NA	NA
chr13	13486461	13486541	8	NA	NA	NA	NA	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	13511139	13511347	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr13	14047034	14047075	8	24	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	14047304	14047362	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr13	14131787	14131855	6	NA	NA	25	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	14155346	14155379	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA
chr13	14705076	14705274	13	33	16	NA	NA	34	12	NA	NA	NA	NA	22	4	20	12	20	13	NA	NA	NA	NA
chr13	14705628	14705724	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	8	NA	NA	NA	NA
chr13	15851198	15851316	9	23	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	17895182	17895302	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	6	NA	NA
chr13	17895631	17895771	17	NA	NA	NA	NA	NA	NA	20	4	NA	NA	NA	NA	NA	NA	49	22	NA	NA	NA	NA
chr13	17912965	17913103	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr13	18085108	18085238	15	45	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	18216281	18216521	8	NA	NA	NA	NA	21	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	19040307	19040360	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	1
chr13	19041824	19041997	8	NA	NA	NA	NA	NA	NA	22	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	19714895	19715005	8	NA	NA	NA	NA	27	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	20087593	20087788	19	38	38	NA	NA	NA	NA	35	34	NA	NA	NA	NA	NA	NA	35	31	NA	NA	NA	NA
chr13	20656327	20656504	7	NA	NA	NA	NA	22	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	20840479	20840663	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA
chr13	21261880	21261989	8	48	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21334966	21335282	12	25	17	20	6	NA	NA	NA	NA	32	18	20	13	32	11	NA	NA	NA	NA	NA	NA
chr13	21346018	21346084	4	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21414073	21414216	9	26	12	NA	NA	23	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	6
chr13	21454660	21454695	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	3	NA	NA
chr13	21494289	21494606	27	NA	NA	37	12	63	25	NA	NA	30	10	NA	NA	53	25	34	15	53	15	40	22
chr13	21532617	21532805	8	25	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	2
chr13	21801981	21802124	8	NA	NA	NA	NA	NA	NA	27	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21813288	21813379	7	NA	NA	NA	NA	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21813622	21813669	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	5	NA	NA	NA	NA
chr13	21813870	21814351	30	45	15	55	17	31	3	31	15	55	7	41	10	39	8	21	9	61	15	37	7
chr13	21826838	21827056	12	NA	NA	21	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21842071	21842116	7	NA	NA	NA	NA	NA	NA	23	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21845333	21845662	30	71	44	31	11	54	19	28	9	36	3	91	41	59	23	21	10	82	17	NA	NA
chr13	21846003	21846069	6	22	2	NA	NA	NA	NA	NA	NA	NA	NA	22	2	NA	NA	NA	NA	22	8	NA	NA
chr13	21874766	21874976	11	NA	NA	26	10	45	11	33	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21875189	21875232	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	10	NA	NA	NA	NA	NA	NA	NA	NA
chr13	21878724	21878776	6	NA	NA	NA	NA	25	6	NA	NA	NA	NA	21	6	21	6	NA	NA	20	2	NA	NA
chr13	22010771	22010961	11	NA	NA	NA	NA	NA	NA	21	4	NA	NA	33	20	NA	NA	NA	NA	NA	NA	NA	NA
chr13	22036739	22036983	17	24	6	25	8	NA	NA	NA	NA	32	9	34	12	34	16	27	12	24	5	28	9
chr13	22037091	22037141	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	22066589	22066849	10	NA	NA	NA	NA	23	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	22098667	22098714	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12	NA	NA	NA	NA
chr13	22118405	22118482	11	NA	NA	NA	NA	NA	NA	NA	NA	29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	22120792	22120839	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA	NA	NA
chr13	22132886	22132957	11	25	2	NA	NA	NA	NA	NA	NA	NA	NA	49	7	NA	NA	NA	NA	NA	NA	NA	NA
chr13	22133083	22133272	11	NA	NA	30	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1
chr13	23391176	23391430	9	NA	NA	NA	NA	21	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
