chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr16	11066226	11066384	10	NA	NA	30	10	NA	NA	NA	NA	NA	NA
chr16	11144125	11144274	27	27	16	51	34	30	29	79	61	70	54
chr16	11175983	11176018	7	21	11	NA	NA	NA	NA	NA	NA	NA	NA
chr16	11176885	11176971	7	NA	NA	NA	NA	NA	NA	20	4	NA	NA
chr16	11253891	11253937	7	NA	NA	NA	NA	24	4	NA	NA	NA	NA
chr16	11254337	11254457	18	NA	NA	50	4	NA	NA	60	21	NA	NA
chr16	13437890	13437946	4	NA	NA	NA	NA	NA	NA	NA	NA	23	12
chr16	13446583	13446836	13	NA	NA	22	22	27	24	25	21	NA	NA
chr16	13448763	13448794	5	NA	NA	20	18	NA	NA	NA	NA	NA	NA
chr16	13668198	13668269	11	NA	NA	34	10	NA	NA	NA	NA	NA	NA
chr16	13730763	13730965	9	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr16	14159319	14159350	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr16	14317230	14317437	10	NA	NA	27	15	NA	NA	NA	NA	NA	NA
chr16	15085322	15085339	4	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr16	15862975	15863134	11	NA	NA	NA	NA	NA	NA	NA	NA	32	10
chr16	15888640	15888706	9	NA	NA	25	3	NA	NA	NA	NA	27	0
chr16	16146607	16146761	9	NA	NA	28	6	NA	NA	NA	NA	NA	NA
chr16	16358899	16359080	11	NA	NA	32	14	NA	NA	NA	NA	22	6
chr16	16983322	16983477	10	NA	NA	26	3	NA	NA	NA	NA	NA	NA
chr16	17111311	17111357	6	NA	NA	NA	NA	31	3	NA	NA	NA	NA
chr16	17209545	17209615	8	20	1	25	3	NA	NA	NA	NA	NA	NA
chr16	17209756	17209898	8	NA	NA	NA	NA	NA	NA	NA	NA	23	15
chr16	17405489	17405612	7	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr16	17451889	17451953	8	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr16	17530825	17530864	8	20	20	NA	NA	29	10	NA	NA	NA	NA
chr16	17531036	17531354	33	NA	NA	62	8	62	13	48	8	56	9
chr16	17576740	17576920	15	NA	NA	NA	NA	38	8	34	21	NA	NA
chr16	17798566	17798633	12	NA	NA	NA	NA	NA	NA	NA	NA	44	0
chr16	17802970	17803023	8	NA	NA	23	22	NA	NA	NA	NA	NA	NA
chr16	17911329	17911390	10	NA	NA	NA	NA	NA	NA	NA	NA	31	2
chr16	17914487	17914552	9	NA	NA	NA	NA	NA	NA	27	18	NA	NA
chr16	17921517	17921811	11	28	16	21	8	21	11	22	11	25	14
chr16	17927646	17927888	23	NA	NA	41	11	27	0	34	2	34	11
chr16	18128290	18128335	5	NA	NA	NA	NA	20	13	NA	NA	NA	NA
chr16	18582853	18582898	7	NA	NA	26	15	21	15	NA	NA	NA	NA
chr16	18591996	18592050	9	NA	NA	NA	NA	NA	NA	NA	NA	27	7
chr16	18626929	18627041	6	NA	NA	NA	NA	NA	NA	NA	NA	21	13
chr16	18629702	18629826	16	36	15	NA	NA	NA	NA	22	0	52	11
chr16	18687751	18687829	4	NA	NA	NA	NA	NA	NA	NA	NA	22	16
chr16	18811892	18811966	5	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr16	18877215	18877359	21	NA	NA	NA	NA	46	13	29	7	33	0
chr16	20240934	20240990	6	NA	NA	21	10	NA	NA	NA	NA	NA	NA
chr16	20302060	20302101	7	28	1	NA	NA	NA	NA	NA	NA	NA	NA
chr16	20302347	20302395	7	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr16	20531341	20531456	8	NA	NA	NA	NA	30	30	NA	NA	NA	NA
chr16	20548482	20548723	15	33	5	41	12	22	7	NA	NA	21	0
chr16	20621387	20621458	12	36	0	NA	NA	NA	NA	NA	NA	NA	NA
chr16	20622167	20622224	7	NA	NA	NA	NA	NA	NA	NA	NA	21	4
chr16	20651982	20652110	9	NA	NA	NA	NA	NA	NA	25	6	NA	NA
chr16	21166214	21166258	11	33	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	21205022	21205089	9	NA	NA	NA	NA	27	15	NA	NA	NA	NA
chr16	22163120	22163182	9	NA	NA	NA	NA	52	1	NA	NA	NA	NA
chr16	22236898	22237233	16	38	38	52	52	74	72	25	24	40	37
chr16	22767015	22767049	4	NA	NA	NA	NA	NA	NA	27	26	NA	NA
chr16	23107381	23107422	8	24	8	NA	NA	NA	NA	NA	NA	NA	NA
chr16	23984460	23984525	4	NA	NA	20	0	NA	NA	NA	NA	NA	NA
chr16	23988582	23988621	9	NA	NA	NA	NA	NA	NA	27	0	NA	NA
chr16	25810092	25810102	4	NA	NA	NA	NA	NA	NA	NA	NA	25	25
chr16	28518234	28518383	7	NA	NA	NA	NA	22	16	NA	NA	NA	NA
chr16	29946323	29946370	6	23	19	NA	NA	NA	NA	NA	NA	NA	NA
chr16	30010031	30010081	3	NA	NA	NA	NA	NA	NA	25	21	NA	NA
chr16	30062995	30063084	5	NA	NA	NA	NA	NA	NA	NA	NA	36	22
chr16	30309791	30309852	8	NA	NA	NA	NA	NA	NA	NA	NA	26	25
chr16	30388348	30388369	6	NA	NA	NA	NA	NA	NA	24	2	NA	NA
chr16	30429407	30429448	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr16	30600681	30600737	8	NA	NA	NA	NA	24	16	NA	NA	NA	NA
chr16	31200126	31200409	10	NA	NA	NA	NA	NA	NA	25	4	NA	NA
chr16	31275051	31275106	8	NA	NA	NA	NA	NA	NA	NA	NA	24	21
chr16	31918603	31918688	6	NA	NA	NA	NA	NA	NA	NA	NA	29	6
chr16	31933381	31933458	5	NA	NA	NA	NA	NA	NA	NA	NA	21	7
chr16	31948208	31948262	8	NA	NA	NA	NA	NA	NA	20	4	NA	NA
chr16	31948758	31948811	7	26	20	NA	NA	NA	NA	NA	NA	NA	NA
chr16	31970779	31970912	8	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr16	32201017	32201176	9	NA	NA	NA	NA	NA	NA	NA	NA	33	27
chr16	32332859	32332944	7	NA	NA	NA	NA	NA	NA	23	10	21	7
chr16	32430670	32430757	10	NA	NA	NA	NA	NA	NA	NA	NA	42	2
chr16	32431363	32431419	5	NA	NA	23	7	NA	NA	NA	NA	NA	NA
chr16	32645305	32645351	7	NA	NA	NA	NA	NA	NA	25	7	NA	NA
chr16	32868197	32868380	16	24	2	NA	NA	46	21	NA	NA	NA	NA
chr16	33185073	33185137	7	NA	NA	NA	NA	NA	NA	23	15	NA	NA
chr16	33251990	33252052	6	22	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	33380210	33380449	8	NA	NA	NA	NA	NA	NA	NA	NA	21	3
chr16	33967028	33967166	11	NA	NA	31	12	NA	NA	NA	NA	NA	NA
chr16	34392006	34392024	9	36	32	NA	NA	NA	NA	NA	NA	NA	NA
chr16	34574272	34574386	6	NA	NA	20	8	NA	NA	NA	NA	NA	NA
chr16	35022611	35022651	8	24	3	NA	NA	NA	NA	NA	NA	NA	NA
chr16	35154425	35154516	13	NA	NA	31	8	NA	NA	28	6	NA	NA
chr16	35456188	35456223	4	NA	NA	NA	NA	NA	NA	32	32	NA	NA
chr16	35490094	35490357	11	NA	NA	NA	NA	NA	NA	21	11	27	10
chr16	35601528	35601582	4	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr16	35770259	35770345	7	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr16	35981819	35981869	4	NA	NA	22	22	21	19	23	18	NA	NA
chr16	36041592	36041658	6	NA	NA	NA	NA	NA	NA	21	1	NA	NA
chr16	36875792	36875962	5	NA	NA	24	12	NA	NA	NA	NA	NA	NA
chr16	37539443	37539586	11	NA	NA	NA	NA	23	3	30	1	NA	NA
chr16	37539862	37539992	10	NA	NA	20	5	32	8	NA	NA	NA	NA
chr16	37676442	37676617	8	NA	NA	NA	NA	35	3	NA	NA	NA	NA
chr16	37687693	37687778	5	NA	NA	20	16	NA	NA	NA	NA	NA	NA
chr16	37776968	37777015	5	NA	NA	NA	NA	NA	NA	NA	NA	25	5
chr16	38088878	38089049	11	NA	NA	NA	NA	22	7	NA	NA	NA	NA
chr16	38089460	38089607	11	NA	NA	NA	NA	43	1	NA	NA	NA	NA
chr16	38483372	38483555	7	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr16	38845382	38845454	7	40	38	29	25	NA	NA	NA	NA	NA	NA
chr16	41533336	41533467	11	NA	NA	26	18	23	13	NA	NA	NA	NA
chr16	44063211	44063257	4	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr16	44746790	44746842	6	22	3	NA	NA	NA	NA	NA	NA	NA	NA
chr16	57391604	57391770	27	63	37	77	62	49	17	56	43	85	50
chr16	57541922	57541956	3	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr16	57696638	57696773	9	NA	NA	20	19	25	25	NA	NA	NA	NA
chr16	58408539	58408583	6	NA	NA	NA	NA	NA	NA	NA	NA	29	23
chr16	58409184	58409234	5	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr16	58671000	58671045	5	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr16	59638670	59638829	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr16	61523709	61523721	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr16	64851772	64851817	7	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr16	64917260	64917326	6	NA	NA	22	21	NA	NA	NA	NA	NA	NA
chr16	74412061	74412090	5	NA	NA	NA	NA	NA	NA	NA	NA	25	25
chr16	76769189	76769233	5	NA	NA	NA	NA	NA	NA	NA	NA	21	20
chr16	85080366	85080488	5	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr16	85801608	85801641	6	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr16	87354433	87354620	19	NA	NA	38	15	NA	NA	46	7	25	2
chr16	87495711	87495930	25	27	5	40	2	24	7	NA	NA	42	23
chr16	88682819	88682914	10	NA	NA	NA	NA	NA	NA	NA	NA	37	33
chr16	90044260	90044449	8	NA	NA	NA	NA	NA	NA	NA	NA	24	22
chr16	91029955	91030042	5	NA	NA	NA	NA	NA	NA	NA	NA	30	30
chr16	91044751	91044819	7	NA	NA	NA	NA	NA	NA	21	5	NA	NA
chr16	91044956	91045040	7	NA	NA	NA	NA	NA	NA	NA	NA	39	0
chr16	91140582	91140697	5	NA	NA	NA	NA	20	9	NA	NA	NA	NA
chr16	91271155	91271266	12	36	21	NA	NA	61	39	NA	NA	NA	NA
chr16	91547256	91547311	11	NA	NA	33	0	NA	NA	NA	NA	NA	NA
chr16	91660429	91660468	7	20	20	NA	NA	21	21	NA	NA	NA	NA
chr16	92553245	92553312	9	NA	NA	NA	NA	26	16	NA	NA	NA	NA
chr16	92696163	92696364	8	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr16	92697144	92697284	9	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr16	92699851	92699937	6	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr16	93544069	93544124	6	NA	NA	27	6	NA	NA	NA	NA	NA	NA
chr16	94083998	94084048	7	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr16	96413407	96413438	5	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr16	97074347	97074400	4	21	21	NA	NA	NA	NA	NA	NA	NA	NA
chr16	97832488	97832594	8	NA	NA	NA	NA	26	24	NA	NA	NA	NA
chr16	98144077	98144132	9	NA	NA	NA	NA	26	16	23	16	NA	NA
chr16	98218552	98218704	8	NA	NA	NA	NA	23	0	23	3	NA	NA
chr16	98302855	98303212	17	32	5	30	6	55	11	39	5	29	3
chr16	98303548	98303817	6	NA	NA	NA	NA	23	4	NA	NA	NA	NA
chr17	3077309	3077795	10	28	26	53	48	62	57	52	47	43	39
chr17	3079369	3079563	7	55	43	91	70	68	52	50	39	39	28
chr17	3081479	3081638	3	22	22	46	43	32	29	31	29	39	32
chr17	3082310	3082669	6	21	19	67	63	67	59	66	54	60	50
chr17	3084251	3084462	15	NA	NA	NA	NA	50	9	43	11	29	9
chr17	3314199	3314257	7	NA	NA	NA	NA	NA	NA	NA	NA	27	12
chr17	4908016	4908083	8	NA	NA	NA	NA	NA	NA	33	1	NA	NA
chr17	4994040	4994097	8	NA	NA	25	0	NA	NA	NA	NA	NA	NA
chr17	6107311	6107429	8	NA	NA	NA	NA	NA	NA	NA	NA	26	5
chr17	6316988	6317080	12	NA	NA	31	16	NA	NA	46	10	NA	NA
chr17	6317355	6317525	8	NA	NA	NA	NA	NA	NA	25	7	NA	NA
chr17	6321383	6321443	8	NA	NA	NA	NA	24	15	NA	NA	NA	NA
chr17	6429166	6429489	25	104	30	144	36	55	2	97	26	139	23
chr17	6429665	6429725	4	NA	NA	NA	NA	24	1	NA	NA	NA	NA
chr17	6475542	6475762	17	43	10	31	5	NA	NA	NA	NA	26	12
chr17	6491890	6491969	10	45	29	55	28	25	22	39	27	34	22
chr17	6492296	6492368	12	NA	NA	NA	NA	NA	NA	22	17	38	33
chr17	6493303	6493423	13	41	41	39	38	22	21	36	34	NA	NA
chr17	6986379	6986543	9	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr17	6986941	6987067	15	NA	NA	NA	NA	20	0	23	6	48	3
chr17	8477199	8477422	13	NA	NA	NA	NA	NA	NA	36	8	34	4
chr17	8698894	8699004	6	NA	NA	NA	NA	NA	NA	NA	NA	22	13
chr17	10018343	10018391	5	NA	NA	NA	NA	NA	NA	NA	NA	32	30
chr17	10074265	10074300	9	NA	NA	NA	NA	36	36	NA	NA	NA	NA
chr17	10510958	10511023	8	NA	NA	NA	NA	31	18	NA	NA	NA	NA
chr17	11033177	11033226	10	40	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	12427862	12427965	6	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr17	13109527	13109580	10	NA	NA	NA	NA	30	2	NA	NA	NA	NA
chr17	13109977	13110047	6	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	13896996	13897120	9	NA	NA	NA	NA	NA	NA	36	10	NA	NA
chr17	14213654	14213784	8	NA	NA	NA	NA	24	23	NA	NA	24	21
chr17	14831004	14831043	3	NA	NA	NA	NA	22	16	NA	NA	NA	NA
chr17	15097986	15098051	11	NA	NA	23	0	20	2	NA	NA	37	12
chr17	15512781	15512945	17	31	24	24	15	32	4	37	10	NA	NA
chr17	15663875	15664071	22	NA	NA	NA	NA	84	28	NA	NA	NA	NA
chr17	15967930	15968019	8	23	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	17088149	17088267	5	NA	NA	NA	NA	NA	NA	23	8	NA	NA
chr17	17200740	17201047	10	NA	NA	NA	NA	28	4	NA	NA	NA	NA
chr17	17431020	17431190	7	NA	NA	22	2	NA	NA	NA	NA	NA	NA
chr17	20234483	20234557	4	NA	NA	24	16	NA	NA	NA	NA	NA	NA
chr17	22046442	22046618	9	NA	NA	NA	NA	NA	NA	NA	NA	21	3
chr17	22099599	22099722	8	NA	NA	26	2	NA	NA	NA	NA	NA	NA
chr17	22498510	22498654	8	NA	NA	24	6	NA	NA	23	2	NA	NA
chr17	23687617	23687679	5	NA	NA	28	4	NA	NA	NA	NA	NA	NA
chr17	23729605	23729671	9	NA	NA	29	18	NA	NA	NA	NA	NA	NA
chr17	23877127	23877173	10	32	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	23943975	23944024	7	NA	NA	NA	NA	42	18	NA	NA	NA	NA
chr17	23956979	23957150	12	NA	NA	36	35	NA	NA	NA	NA	NA	NA
chr17	24625389	24625506	13	NA	NA	27	9	NA	NA	NA	NA	NA	NA
chr17	24769712	24769755	9	NA	NA	NA	NA	27	9	NA	NA	NA	NA
chr17	24823640	24823789	7	NA	NA	31	28	NA	NA	NA	NA	NA	NA
chr17	24940941	24941187	13	25	12	NA	NA	NA	NA	NA	NA	NA	NA
chr17	25023401	25023469	5	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr17	25032163	25032214	10	NA	NA	NA	NA	NA	NA	NA	NA	30	18
chr17	25073800	25073977	16	22	0	26	8	NA	NA	NA	NA	33	17
chr17	25201085	25201161	7	22	21	NA	NA	NA	NA	NA	NA	NA	NA
chr17	25252704	25252920	16	62	51	20	6	33	30	NA	NA	38	22
chr17	25377092	25377157	10	NA	NA	NA	NA	20	8	47	19	NA	NA
chr17	25634129	25634185	7	NA	NA	NA	NA	27	10	NA	NA	NA	NA
chr17	25864329	25864452	11	NA	NA	NA	NA	46	1	NA	NA	NA	NA
chr17	25910737	25910802	6	NA	NA	NA	NA	NA	NA	22	4	NA	NA
chr17	25928815	25928911	9	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr17	25974200	25974251	5	NA	NA	NA	NA	NA	NA	NA	NA	22	15
chr17	25981205	25981264	7	NA	NA	22	1	NA	NA	NA	NA	NA	NA
chr17	26012699	26012738	5	NA	NA	NA	NA	NA	NA	26	1	NA	NA
chr17	26122676	26122724	9	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr17	26122860	26122925	6	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr17	26205342	26205411	7	NA	NA	29	7	NA	NA	NA	NA	NA	NA
chr17	26205514	26205749	13	NA	NA	25	3	44	15	NA	NA	37	2
chr17	26206497	26206565	9	NA	NA	27	17	NA	NA	NA	NA	NA	NA
chr17	26226997	26227083	7	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr17	26381108	26381143	7	NA	NA	21	7	NA	NA	NA	NA	NA	NA
chr17	26645103	26645241	20	NA	NA	NA	NA	NA	NA	46	10	33	10
chr17	26975903	26975946	5	NA	NA	NA	NA	20	8	NA	NA	NA	NA
chr17	27054429	27054542	10	NA	NA	33	0	NA	NA	NA	NA	25	11
chr17	27649522	27649575	4	NA	NA	20	0	NA	NA	NA	NA	NA	NA
chr17	27759647	27759772	9	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr17	27821974	27822024	8	NA	NA	NA	NA	24	9	NA	NA	NA	NA
chr17	27926499	27926525	7	NA	NA	NA	NA	NA	NA	NA	NA	42	41
chr17	28279696	28279751	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr17	28313954	28314165	13	NA	NA	44	12	NA	NA	NA	NA	NA	NA
chr17	28465783	28466001	16	NA	NA	NA	NA	66	5	NA	NA	NA	NA
chr17	28466314	28466355	4	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr17	28499782	28499831	6	20	18	NA	NA	NA	NA	NA	NA	NA	NA
chr17	28758303	28758406	7	NA	NA	28	4	NA	NA	NA	NA	NA	NA
chr17	28937652	28937827	15	NA	NA	NA	NA	NA	NA	33	0	20	0
chr17	29230548	29230587	8	NA	NA	NA	NA	32	1	NA	NA	NA	NA
chr17	29574348	29574412	10	NA	NA	37	11	NA	NA	NA	NA	NA	NA
chr17	29600942	29601114	9	33	29	NA	NA	NA	NA	NA	NA	NA	NA
chr17	29628561	29628594	8	32	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	29686521	29686649	9	NA	NA	NA	NA	27	11	NA	NA	NA	NA
chr17	29853722	29853941	21	26	8	66	12	21	2	68	34	25	0
chr17	30011544	30011582	7	NA	NA	NA	NA	NA	NA	NA	NA	21	11
chr17	30532938	30532991	7	21	21	NA	NA	NA	NA	NA	NA	NA	NA
chr17	31702386	31702438	7	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	32420896	32420937	9	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr17	32457887	32457961	10	33	8	NA	NA	NA	NA	NA	NA	NA	NA
chr17	33531294	33531365	9	NA	NA	NA	NA	NA	NA	NA	NA	30	9
chr17	33766122	33766189	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr17	33897189	33897313	12	NA	NA	22	2	NA	NA	NA	NA	NA	NA
chr17	33961190	33961447	16	22	0	NA	NA	41	9	NA	NA	44	0
chr17	34027170	34027226	8	NA	NA	31	7	NA	NA	NA	NA	NA	NA
chr17	34066164	34066338	12	NA	NA	29	0	NA	NA	NA	NA	NA	NA
chr17	34077921	34077965	7	21	14	NA	NA	NA	NA	NA	NA	NA	NA
chr17	34114702	34114867	13	NA	NA	32	27	NA	NA	NA	NA	51	50
chr17	34115299	34115361	10	NA	NA	NA	NA	NA	NA	31	8	NA	NA
chr17	34136221	34136346	10	NA	NA	27	13	26	19	21	4	NA	NA
chr17	34136679	34136956	28	NA	NA	74	12	86	28	NA	NA	24	7
chr17	34401759	34401866	12	30	22	NA	NA	NA	NA	NA	NA	NA	NA
chr17	34769410	34769499	5	NA	NA	26	26	NA	NA	NA	NA	NA	NA
chr17	34783862	34784001	8	NA	NA	24	4	NA	NA	NA	NA	NA	NA
chr17	34808108	34808208	10	NA	NA	24	21	NA	NA	NA	NA	NA	NA
chr17	34973128	34973283	7	NA	NA	NA	NA	NA	NA	21	12	NA	NA
chr17	35096047	35096095	6	NA	NA	24	6	NA	NA	NA	NA	NA	NA
chr17	35113923	35113964	4	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr17	35163058	35163117	5	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr17	35183221	35183328	10	38	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	35196460	35196511	6	NA	NA	NA	NA	NA	NA	NA	NA	30	1
chr17	35293410	35293469	7	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr17	35400261	35400462	19	NA	NA	67	10	NA	NA	21	2	NA	NA
chr17	35400928	35401095	10	26	8	NA	NA	NA	NA	28	14	NA	NA
chr17	35457892	35457948	7	NA	NA	NA	NA	21	14	NA	NA	NA	NA
chr17	35479671	35479851	11	NA	NA	NA	NA	NA	NA	NA	NA	27	12
chr17	35516702	35516730	7	NA	NA	NA	NA	26	2	NA	NA	NA	NA
chr17	35517365	35517575	15	29	16	25	19	55	39	37	32	NA	NA
chr17	35531311	35531428	11	29	16	NA	NA	35	6	NA	NA	NA	NA
chr17	35531914	35532037	10	NA	NA	38	38	32	32	NA	NA	NA	NA
chr17	35561734	35561798	8	NA	NA	NA	NA	24	15	NA	NA	36	8
chr17	35562037	35562132	12	NA	NA	NA	NA	33	22	NA	NA	22	18
chr17	35562616	35562827	15	30	30	80	80	30	29	37	36	27	27
chr17	35576039	35576146	10	NA	NA	NA	NA	35	11	23	11	NA	NA
chr17	35576341	35576635	32	41	29	120	78	89	49	50	45	55	30
chr17	35576945	35577142	15	38	37	42	42	33	32	32	30	30	29
chr17	35607343	35607589	18	NA	NA	22	9	44	20	NA	NA	NA	NA
chr17	35607814	35608032	16	NA	NA	20	8	NA	NA	26	19	42	21
chr17	35654160	35654207	6	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	35838067	35838089	4	20	8	NA	NA	NA	NA	NA	NA	NA	NA
chr17	35978280	35978341	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr17	36003420	36003469	5	NA	NA	NA	NA	20	8	NA	NA	NA	NA
chr17	36116123	36116192	9	NA	NA	NA	NA	NA	NA	NA	NA	27	8
chr17	36220202	36220343	11	NA	NA	NA	NA	68	13	NA	NA	21	5
chr17	36220689	36220900	19	20	2	29	7	24	13	34	15	46	23
chr17	36233478	36233546	6	NA	NA	21	18	NA	NA	NA	NA	NA	NA
chr17	36248224	36248386	23	56	26	47	15	NA	NA	23	17	27	10
chr17	36281820	36281984	8	NA	NA	NA	NA	22	20	NA	NA	NA	NA
chr17	36282398	36282511	11	NA	NA	20	9	NA	NA	NA	NA	24	19
chr17	36282627	36282683	8	NA	NA	NA	NA	24	13	NA	NA	NA	NA
chr17	36298760	36298844	10	24	0	21	12	NA	NA	NA	NA	NA	NA
chr17	36304391	36304627	22	32	2	55	19	43	5	29	2	NA	NA
chr17	36343050	36343104	8	NA	NA	31	0	NA	NA	NA	NA	NA	NA
chr17	36363754	36363818	6	NA	NA	NA	NA	21	21	23	22	43	42
chr17	36368212	36368277	8	24	10	NA	NA	NA	NA	NA	NA	NA	NA
chr17	37084010	37084065	7	NA	NA	21	16	NA	NA	NA	NA	NA	NA
chr17	37094927	37095122	9	NA	NA	40	5	24	5	NA	NA	NA	NA
chr17	37095438	37095478	7	NA	NA	NA	NA	NA	NA	NA	NA	21	12
chr17	37183690	37184008	15	23	1	29	9	NA	NA	NA	NA	28	3
chr17	37334558	37334605	6	NA	NA	NA	NA	28	27	NA	NA	NA	NA
chr17	39979971	39980448	40	1097	590	1544	900	1358	759	1445	859	1510	909
chr17	39980462	39980935	38	711	387	910	522	874	488	798	429	884	514
chr17	39980942	39981411	59	1062	694	1752	1129	1485	867	1470	826	1504	896
chr17	39981421	39981900	60	2270	1400	3110	1780	3022	1822	2907	1781	3054	1850
chr17	39981908	39982378	53	1322	835	1756	1145	1536	1008	1633	1053	1883	1125
chr17	39982390	39982843	65	1137	695	1920	1005	1749	1034	1574	904	1763	1006
chr17	39982871	39983290	58	1620	972	2048	1164	1597	866	1836	984	1746	991
chr17	39983386	39983821	32	47	42	89	56	94	63	124	76	55	44
chr17	39983847	39984298	32	44	23	109	85	115	87	48	27	77	50
chr17	39984336	39984776	32	206	181	191	149	230	185	255	203	140	99
chr17	39984817	39985251	42	192	142	264	209	220	143	232	189	364	252
chr17	39985292	39985767	65	1510	934	2401	1457	2414	1431	1898	1083	2682	1442
chr17	41017026	41017186	10	30	2	NA	NA	NA	NA	NA	NA	NA	NA
chr17	41071321	41071545	14	NA	NA	24	0	22	0	NA	NA	NA	NA
chr17	43559453	43559468	4	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr17	44913940	44914089	20	NA	NA	NA	NA	90	12	NA	NA	NA	NA
chr17	45256730	45256738	4	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr17	45611785	45611921	9	NA	NA	NA	NA	NA	NA	23	15	NA	NA
chr17	45692640	45692803	8	20	7	NA	NA	NA	NA	NA	NA	NA	NA
chr17	45732739	45732838	7	NA	NA	NA	NA	NA	NA	NA	NA	21	9
chr17	46169286	46169342	7	28	12	NA	NA	NA	NA	NA	NA	NA	NA
chr17	46683910	46683966	7	NA	NA	26	26	NA	NA	NA	NA	NA	NA
chr17	46993529	46993632	10	28	8	39	24	NA	NA	NA	NA	NA	NA
chr17	46994368	46994420	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr17	47026874	47026931	7	NA	NA	NA	NA	NA	NA	32	11	NA	NA
chr17	47028075	47028129	9	NA	NA	45	5	NA	NA	NA	NA	NA	NA
chr17	47028299	47028407	6	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr17	47252607	47252664	10	NA	NA	NA	NA	NA	NA	NA	NA	41	40
chr17	47658860	47658897	6	NA	NA	25	17	NA	NA	NA	NA	NA	NA
chr17	47730271	47730320	7	28	12	NA	NA	NA	NA	NA	NA	NA	NA
chr17	47824955	47825079	17	41	0	22	12	NA	NA	53	1	NA	NA
chr17	47875185	47875232	6	23	6	NA	NA	NA	NA	NA	NA	NA	NA
chr17	48168419	48168550	7	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr17	49754575	49754639	6	NA	NA	NA	NA	NA	NA	NA	NA	22	20
chr17	50648718	50648751	8	NA	NA	NA	NA	NA	NA	NA	NA	24	12
chr17	53798756	53798801	4	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr17	56095727	56095785	9	NA	NA	NA	NA	NA	NA	40	20	NA	NA
chr17	56098642	56098808	13	NA	NA	95	11	NA	NA	NA	NA	NA	NA
chr17	56140007	56140121	7	NA	NA	NA	NA	NA	NA	25	24	NA	NA
